already_projected_amount,co_benefits,costs_and_benefits_private,costs_and_benefits_public,filename,funding,ghg_reduction_2020,ghg_reduction_2025,ghg_reduction_2030,ghg_reduction_2035,ghg_reduction_2040,ghg_reduction_2050,is_adaptation_policy,is_emissions_reduction_policy,policy_description,quantification_of_ghg_emissions_reductions,relative_cost,responsibility_or_implementation,responsibility_or_implementation_details,sector,supporting_activities,target_or_performance_metric,target_year,timeframe
,,,,CA_City_LaMesa_2018_files_part36.htm,,"2,350 MT CO2e/yr",,,"4,660 MT CO2e/yr",,,False,True,SOLAR PHOTOVOLTAIC PROGRAM,,,City of La Mesa - Community Development (CD),,Energy,,,,On-going
,,,,CA_City_LaMesa_2018_files_part36.htm,,30 MT CO2e/yr,,,30 MT CO2e/yr,,,False,True,SOLAR HOT WATER HEATER PROGRAM,,,City of La Mesa - Community Development (CD) - Building,,Energy,,,,Near-term
,,,,CA_County_SanDiego_2018_files_part55.htm,,,,,,,,True,True,Air Quality,,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part55.htm,,,,,,,,True,True,Public Health,,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part55.htm,,,,,,,,False,True,Community Health,,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part55.htm,,,,,,,,True,False,Improved Mobility,,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part84.htm,,,,,,,,False,True,Develop a local vehicle retirement program,,Low,SDAPCD,,,,,,2020
,,,,CA_County_SanDiego_2018_files_part84.htm,,,,,,,,False,True,"Retire 1,600 late-model vehicles (model year 1996 or older)",,Medium,SDAPCD,,,,"1,600 late-model vehicles retired",,2030
,,,,CA_County_SanDiego_2018_files_part84.htm,,,,,,,,False,True,Develop and implement a local Electric Vehicle (EV) Incentive Program,,,,,,,,,2030
,,,,CA_County_SanDiego_2018_files_part84.htm,,,,,,,,False,True,Install Level 2 EV charging stations in the unincorporated County through a partnership with the local utility.,,,,,,,,,2030
,,,,CA_County_SanDiego_2018_files_part84.htm,,,,,,,,False,True,Provide information to multi-family and non-residential property/business owners to leverage the local utility’s EV resources,,,,,,,,,Ongoing
,,,,CA_County_SanDiego_2018_files_part84.htm,,,,,,,,False,True,Collaborate with SANDAG to encourage installation of EV charging stations in new residential and non-residential developments,,,,,,,,,Ongoing
,,,,CA_County_SanDiego_2018_files_part29.htm,,,,,,,,False,True,"Acquire agricultural easements through an expanded Purchase of Agriculture Conservation Easement (PACE) Program, including acquisition of 443 acres of agricultural easements by 2020 and an additional 4,430 acres between 2021 and 2030",,,,,,,,,
,,,,CA_City_DelMar_2016_files_part107.htm,,,,,,,,True,False,Educate the public about water conservation.,,,,,,,,,
,,,,CA_City_DelMar_2016_files_part107.htm,,,,,,,,True,False,Expand Del Mar’s recycled water system.,,,,,,,,,
,,,,CA_City_DelMar_2016_files_part107.htm,,,,,,,,True,False,Encourage residents to install greywater systems.,,,,,,,,,
,,,,CA_City_DelMar_2016_files_part107.htm,,,,,,,,True,False,"Advocate for the development of local water supplies that would not be affected by climate change, such as advanced water purification.",,,,,,,,,
,,,,CA_City_DelMar_2016_files_part107.htm,,,,,,,,True,False,Implement a storm water catchment and water reserve system.,,,,,,,,,
,,,,CA_City_DelMar_2016_files_part107.htm,,,,,,,,True,False,Promote conversion of turf grass to California-friendly landscaping.,,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part167.htm,,,,,,,,False,True,The County will implement the SEP’s Water Use Strategy to reduce potable water consumption at County facilities.,,,,,Water Use and Conservation,,,,
,"Improved Air Quality, Improved Public Health",,,CA_City_ElCajon_2020_files_part36.htm,,,,"1,600 MTCO2e",,,,False,True,Increase Use of Zero-Emission or Alternative Fuel Vehicles,,,,Coordination with local agencies and participation from residents and businesses.,transportation,,Reduce the use of gasoline and diesel-powered vehicles,2030,By 2030
,,,,CA_City_ElCajon_2020_files_part36.htm,,,,25 MTCO2e,,,,False,True,Transition to a More Fuel-Efficient Municipal Vehicle Fleet,,,,,transportation,,"Reduce 3,000 gallons of municipal fleet gasoline use in 2030.",2030,By 2030
,,,,CA_City_ElCajon_2020_files_part36.htm,,,,306 MTCO2e,,,,False,True,Increase Electric Vehicle and Electric Vehicle Charging Infrastructure Citywide,,,,,transportation,,Install 16 EV charging stations at City facilities by 2020. Install an additional 10 EV charging stations at City facilities by 2030.,2030,By 2030
,,,,CA_City_ElCajon_2020_files_part36.htm,,,,"1,231 MTCO2e",,,,False,True,Incentivize the Installation of Electric Vehicle Charging Stations,,,,Incentivize through reduced fees and expedited permitting.,transportation,,Install 128 new EV charging stations at commercial developments and 79 new EV charging stations at multi-family developments by 2030.,2030,By 2030
,,,,CA_City_ElCajon_2020_files_part36.htm,,,,59 MTCO2e,,,,False,True,Convert School Bus Fleet to Electric,,,,Support the CVUSD and GUHSD,transportation,,Convert 12 diesel buses to electric buses by 2030.,2030,By 2030
,,,,CA_City_ElCajon_2020_files_part36.htm,,,,,,,,False,True,Continue to use a waste hauler that uses fuel-efficient or alternative fuel waste trucks.,,,,,waste management,,,,
,,,,CA_County_SanDiego_2018_files_part52.htm,,,,,,,,False,True,reduce commute trips within the unincorporated areas of the county,,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part52.htm,,,,,,,,False,True,Transportation Demand Management (TDM) Ordinance will define the minimum trip generation requirements for new non-residential development projects and include a monitoring and reporting mechanism,,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part52.htm,,,,,,,,False,True,"Trip reduction measures may include telecommuting, car sharing, vanpools, carpools, shuttle service, bicycle parking facilities, and transit subsidies",,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part83.htm,,,,,,,,False,True,Air Quality,,,,,,,,,
,,,,CA_City_Coronado_2022_files_part122.htm,,,,NA,,,,False,True,"Encourage/promote cool-neighborhood design (e.g., cool roofs, cool pavement, green infrastructure, sustainable landscapes) to help reduce the heat island effect (which can also reduce energy use from cooling).",No,,,,Heat Island Reduction Strategies,Municipal,Not estimated,2030,
,,,,CA_County_SanDiego_2018_files_part44.htm,,,,,,,,True,False,"Improve roadway segments, intersections, and bikeways to implement multi-modal enhancements for pedestrian and cyclist comfort and safety along County-maintained public roads.",,,,,Transportation,,"700 centerline miles of roadway segments, including 250 intersections and 210 lane miles of bikeway improvements by 2030, and an additional 500 centerline miles of roadway segments, including 250 intersections and 210 lane miles of bikeway improvements by 2050.",,
,,,,CA_County_SanDiego_2018_files_part44.htm,,0,,604,,,"1,292",False,True,GHG EMISSIONS REDUCTIONS,,,,,Emissions Reduction,,"GHG Reduction by 2020, 2030, and 2050",,
,,,,CA_County_SanDiego_2018_files_part171.htm,,,,,,,,False,True,Implement the County’s Strategic Energy Plan (SEP),,Medium,,DGS,,,,,2015-2030
,,,,CA_County_SanDiego_2018_files_part171.htm,,,,,,,,True,False,Work with the Padre Dam Municipal Water District on the Advanced Water Purification Program,,,,,,,,,Ongoing
,,,,CA_City_SolanaBeach_2017_files_part60.htm,,,,,,,,True,False,Educate the public about water conservation,,,,,,,,,
,,,,CA_City_SolanaBeach_2017_files_part60.htm,,,,,,,,True,False,Promote conversion of turf grass to drought tolerant landscaping,,,,,,,,,
,,,,CA_City_SolanaBeach_2017_files_part60.htm,,,,,,,,True,False,Encourage residents to install greywater systems,,,,,,,,,
,,,,CA_City_SolanaBeach_2017_files_part60.htm,,,,,,,,True,False,"Advocate for the development of local water supplies that would not be affected by climate change, such as advanced water purification",,,,,,,,,
,,,,CA_City_SolanaBeach_2017_files_part60.htm,,,,,,,,True,False,Pursue grant funding opportunities for water resource planning projects,,,,,,,,,
,,,,CA_City_SolanaBeach_2017_files_part60.htm,,,,,,,,True,False,Implement a storm water catchment and water reserve system,,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part38.htm,,,,,,,,False,True,GHG emissions reductions,,,,,,,,,
,,,,CA_City_DelMar_2016_files_part111.htm,,,,,,,,True,False,Maintain adequate fire and emergency services facilities and resources.,,,,,,,,,
,,,,CA_City_DelMar_2016_files_part111.htm,,,,,,,,True,False,Consider fire risks when building and allocating firefighting resources.,,,,,,,,,
,,,,CA_City_DelMar_2016_files_part111.htm,,,,,,,,True,False,"Encourage the use of fire-resistant building design, materials, and landscaping.",,,,,,,,,
,,,,CA_City_DelMar_2016_files_part111.htm,,,,,,,,True,False,"Use geographic information systems (GIS) to develop centralized mapping information on fire risks, hazard maps, and emergency plans.",,,,,,,,,
,,,,CA_City_DelMar_2016_files_part111.htm,,,,,,,,True,False,Integrate a community alert/notification system.,,,,,,,,,
,,,,CA_City_DelMar_2016_files_part111.htm,,,,,,,,True,False,Manage combustible vegetation and maintain defensible space.,,,,,,,,,
,,,,CA_City_DelMar_2016_files_part111.htm,,,,,,,,True,False,Restore fire-adapted ecosystems that can withstand naturally recurring wildfires.,,,,,,,,,
,,,,CA_City_DelMar_2016_files_part111.htm,,,,,,,,True,False,Encourage removal of eucalyptus and other non-native vegetation from the wildland-urban interface.,,,,,,,,,
,,,,CA_City_Escondido_2021_files_part54.htm,,,,45,64,,,True,True,Reduce Municipal Landscape Water Consumption by installing smart irrigation controllers and water efficient rotator nozzles and institutionalizing leak detection.,,,,,Water,,Reduce water use at City Parks and in the City’s LMD by 84 acre-feet in 2030 and 118 acre-feet in 2035.,2030 and 2035,
,,,,CA_City_Escondido_2021_files_part54.htm,,,,8,12,,,True,True,Reduce Landscape Water Consumption in Developments by adopting an ordinance to reduce water consumed for landscaping.,,,,,Water,Encourage water use efficiency improvements through rebates and incentives.,Approve the development of 130 new single-family homes or townhouses with greywater systems and rain barrels by 2030; 195 by 2035.,2021 for the ordinance effective 2022.,
,,,,CA_City_Escondido_2021_files_part54.htm,,,,"3,541","3,571",,,True,True,Develop a Local Water Supply for Agricultural Water Use by constructing and operating a new MFRO facility.,,,,,Water,Maintain local water supply through water conservation efforts.,"Supply 6,721 acre-feet of water to agricultural customers from the MFRO facility in 2030 and 2035.",2030 and 2035.,
,,,,CA_County_SanDiego_2018_files_part103.htm,,,,,,,,False,True,Cap-and-Trade,,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part103.htm,,,,,,,,False,True,CARB-approved offset registries,,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part104.htm,,,,,,,,True,True,Carbon Sequestration,,,,,,,,,
,Air Quality,,,CA_City_DelMar_2016_files_part76.htm,,7 MTCO2e,,,7 MTCO2e,,,False,True,Capture Emissions from Wastewater Treatment,,,,Advocate to the City of San Diego and San Elijo JPA for increased methane capture at wastewater treatment plants that serve the City of Del Mar,Wastewater Treatment,,Achieve a 98 percent methane capture rate,2035,
,,,,CA_County_SanDiego_2018_files_part178.htm,,,,,,,,True,False,Water Savings,,,,,Water,,,,
,,,,CA_County_SanDiego_2018_files_part178.htm,,,,,,,,True,False,Water Quality,,,,,Water,,,,
,,,,CA_City_NationalCity_2011_files_part23.htm,,"5,993 MTCO2e",,"5,993 MTCO2e",,,,True,True,Adopt water efficiency principles similar to the Ahwahnee Water Principles for Resource Efficient Land Use for new and existing residential and commercial developments.,,,,,Water and Wastewater,,"Reduction of 5,993 MTCO2e per year by 2020 and 5,993 MTCO2e per year by 2030.",,
,,,,CA_City_NationalCity_2011_files_part23.htm,,"5,993 MTCO2e",,"5,993 MTCO2e",,,,True,True,"Support landscape design educational programs to help residential and commercial customers install low water use landscaping, thereby reducing water-related energy use.",,,,,Water and Wastewater,,"Reduction of 5,993 MTCO2e per year by 2020 and 5,993 MTCO2e per year by 2030.",,
,,,,CA_City_NationalCity_2011_files_part23.htm,,"5,993 MTCO2e",,"5,993 MTCO2e",,,,True,True,Encourage water efficiency audits at point of sale for commercial and residential properties.,,,,,Water and Wastewater,,"Reduction of 5,993 MTCO2e per year by 2020 and 5,993 MTCO2e per year by 2030.",,
,,,,CA_City_NationalCity_2011_files_part23.htm,,"5,993 MTCO2e",,"5,993 MTCO2e",,,,True,True,Work with the Sweetwater Authority to identify uses for existing unused reclaimed water to decrease the amount of water imported by the Sweetwater Authority.,,,,,Water and Wastewater,,"Reduction of 5,993 MTCO2e per year by 2020 and 5,993 MTCO2e per year by 2030.",,
,,,,CA_City_NationalCity_2011_files_part23.htm,,"5,993 MTCO2e",,"5,993 MTCO2e",,,,True,True,Identify and support programs for residential re-use of gray water to decrease the amount of energy needed to meet water needs.,,,,,Water and Wastewater,,"Reduction of 5,993 MTCO2e per year by 2020 and 5,993 MTCO2e per year by 2030.",,
,,,,CA_City_NationalCity_2011_files_part23.htm,,"1,563 MTCO2e",,"2,021 MTCO2e",,,,False,True,"The buildings and facilities, employee commute, vehicle fleet, solid waste, public lighting, and water and sewage sectors that are discussed below include measures that will reduce GHG emissions.",,,,,Government Operations,,"Implementation of the CAP will reduce government operations GHG emissions by 1,563 MTCO2e from the 2020 BAU forecast.",,
,Non-motorized transportation,,,CA_City_DelMar_2016_files_part92.htm,,13 MTCO2e,,,12 MTCO2e,,,False,True,Increase Percentage of Population with Alternate Work Schedules,,,,,Transportation,,Increase the labor force with an alternate work schedule to 5 percent by 2020 and 6 percent by 2035.,"2020, 2035",
,,,,CA_City_Carlsbad_2020_files_part93.htm,,,,,N/A,,,False,True,"Goal: Implementation of a 5 percent improvement in energy efficiency above the City of Carlsbad residential green building code (based on CALGreen, the statewide green building code), for new construction.",,,,This Measure is no longer needed because new and future building codes are already more efficient than the 2013 CALGreen code.,Building,,Implementation of a 5 percent improvement in energy efficiency,,
